,time,Fish schools,Fishermen,Average wallet,Average school size,Total fish,Available food,Cumulative gain,Fish price
0,0,300,100,100.0,100.0,300.0,1600,0.0,100.0
1,24,295,110,147.91666666666669,86.70338983050847,255.775,724,5270.833333333594,100.0
2,72,274,126,276.13745068545603,94.69892940414495,259.4750665673572,716,19657.99044056629,199.50124688279303
3,120,255,112,320.96550507920125,104.2534511699129,265.8463004832779,733,19815.081619168297,100.19006276212205
4,168,236,107,362.1097848180199,116.5886476658246,275.14920849134603,800,21965.778299337915,100.05262636489715
5,216,259,127,334.14854777351536,110.47346383972598,286.1262713448903,758,23346.03409763374,99.87636876949233
6,264,289,117,381.32322710895215,103.53917937593255,299.22822839644505,726,24754.358163207224,100.0299093446016
7,312,296,118,399.92847613724734,106.4146461110298,314.98735248864824,715,25885.113067519327,99.86696308247141
8,360,302,119,414.5052306018849,110.04052701400666,332.3223915823001,669,26881.377719195836,100.10024277780306
9,408,306,116,442.20853885946826,115.07108266917938,352.1175129676889,675,28215.77350124252,100.03961451040215
10,456,334,130,414.00896400397943,112.8071229688802,376.7757907160599,644,28823.50251740597,99.97883739755778
11,504,364,122,447.008340388987,111.45838673253678,405.70852770643387,599,28784.14405258955,99.8064442852318
12,552,391,127,446.0056141559734,112.04373912113145,438.091019963624,583,30075.95247802912,100.03144836083976
13,600,411,123,464.1217675781021,114.92516742141824,472.342438102029,597,29988.85549437753,100.15322413074637
14,648,440,123,478.0395045332949,114.57867067423076,504.1461509666154,559,31184.036629218474,100.02603309757072
15,696,469,123,488.6389635761387,114.09652723577604,535.1127127357896,533,31967.14746374451,100.0937213831472
16,744,499,122,508.20860074440293,113.931932881203,568.5203450772029,499,33238.88436923728,99.74622724628156
17,792,531,121,517.8230433328148,113.36796443594395,601.9838911548624,494,33472.881059070634,100.03895179975376
18,840,559,122,527.0222484322989,112.05709523553723,626.3991623666532,459,34698.1371575414,99.87753307319154
19,888,586,130,512.5718908187955,107.59330616362794,630.4967741188598,448,35720.23187333878,100.28712135163487
20,936,591,126,526.5280830910269,103.72167314556005,612.9950882902599,465,35413.507403071126,99.73168409846885
21,984,602,128,533.1978671147565,100.74854136056638,606.5062189906097,453,36605.15113476845,100.19467912497821
22,1032,609,128,537.5611801699096,93.87271443754292,571.6848309246365,443,36747.33522601415,100.00398018914815
23,1080,597,125,551.4425563779797,92.38497657643367,551.538310161309,456,36861.09585052209,99.83081217071145
24,1128,590,129,544.8935742598693,88.26231949186351,520.7476850019947,471,37611.27691065999,100.01689845881813
25,1176,588,128,560.2528654931821,84.91916204349965,499.32467281577794,464,38818.88402262093,99.90619701162932
26,1224,571,130,563.5462068665186,82.74999911776864,472.50249496245897,446,39549.7804258771,100.0127186514972
27,1272,547,134,550.793189822912,81.60233973404517,446.3647983452271,502,39178.20259758454,100.09183988324783
28,1320,524,132,564.9509449540236,82.55327347645239,432.5791530166105,475,39416.85879364194,99.91658967700336
29,1368,516,138,551.3702022020283,82.65382492821391,426.49373662958374,475,39919.642756617475,100.25983666420471
30,1416,504,136,558.2557574674287,85.40574892412822,430.4449745776062,501,39020.995406000875,99.71978797983913
31,1464,501,137,554.7383322209142,85.3088873361195,427.3975255539587,486,38171.72608104771,100.15219277392293
32,1512,497,136,560.5670472678286,86.30845927842974,428.9530426137958,492,38096.4731384409,100.07473326524175
33,1560,489,137,555.3724666825793,87.70171509785006,428.8613868284868,490,37332.21321346318,100.06710652482325
34,1608,485,136,562.4459175372623,88.57139858079478,429.5712831168547,500,37216.4935834055,100.0376007594651
35,1656,500,139,558.3876414738538,88.2694817747473,441.3474088737365,501,37312.733757298345,99.98785150172093
36,1704,495,142,548.5574101782747,91.15912441633807,451.23766586087345,472,36667.5745895052,99.89620024043555
37,1752,496,141,547.2129956281696,92.88403021900798,460.7047898862796,487,34888.77103980198,100.00292836268811
38,1800,507,144,531.547402822784,92.71386339172217,470.05928739603144,487,33660.18448055637,99.87625723662413
39,1848,515,147,519.5713125543281,92.20822063059933,474.8723362475866,522,32470.04115430652,100.24641609338669
40,1896,518,144,527.5996236340989,92.94629687263907,481.46181780027035,521,31331.09932165993,99.95845556063905
41,1944,516,148,506.08097420043754,91.75973490550606,473.48023211241133,502,29126.785594434208,99.8644054255598
42,1992,534,143,519.4528975120143,89.40753570539137,477.4362406667899,485,28283.746767432156,100.03534666419245
43,2040,541,137,542.5676339824131,87.2167261937781,471.84248870833954,492,28109.21476997634,100.15324702065247
44,2088,530,134,547.7197818857081,86.28767577273429,457.3246815954917,489,26953.86748366289,99.65722170943125
45,2136,519,134,552.396923496216,85.53666811037418,443.93530749284196,493,27061.680575899445,100.02701055972157
46,2184,518,136,548.416286381234,86.766966142577,449.45288461854886,514,26803.884681791897,100.25659676175403
47,2232,515,144,520.5602422186324,88.43814214374386,455.45643204028084,490,26071.04888293789,99.94063788740924
48,2280,517,147,513.5843427913122,87.37381162946942,451.7226061243569,518,25168.671661995722,99.95188317928518
49,2328,511,145,512.0753269699254,89.14277384530331,455.5195743494999,500,23187.799264064717,99.87173964876945
50,2376,516,134,551.8221637948299,90.71953409529984,468.1127959317472,507,22638.433485299145,100.081256528627
51,2424,523,133,556.3057101395107,90.7791959305841,474.7751947169548,461,22164.275549475722,100.13572659562593
52,2472,526,136,549.8087986018525,90.65566651594864,476.8488058738899,452,22023.630136255593,99.74138787047396
53,2520,535,130,582.3906548097233,87.97549785814992,470.6689135411021,490,22218.77132330757,100.11745970866578
54,2568,534,129,596.3767682686882,86.09620072179388,459.7537118543793,487,22501.56923286806,100.04296673849741
55,2616,527,126,618.3351499518122,87.69078658666658,462.13044531173284,492,22635.00717645807,99.90465084807379
56,2664,522,128,614.3268541933537,86.22779756386444,450.1091032833724,467,22742.666321837765,100.09238915655543
57,2712,510,128,623.7999411375424,88.88865472573741,453.3321391012608,516,23334.961029221453,100.14461224410273
58,2760,511,133,613.1169511945054,89.8491389166804,459.1290998642369,516,24118.721398151134,99.76154856706998
59,2808,508,133,614.4656866873462,91.20336240943189,463.31308103991404,483,23780.373908990983,99.96142957050608
60,2856,512,138,596.0771252322301,92.65555277611911,474.39643021372984,500,23402.503720770168,100.08941332141245
61,2904,525,139,593.6798298570578,90.53092960466063,475.28738042446827,478,22937.96545066427,99.92259997427593
62,2952,520,137,606.1270452258536,89.6881870746556,466.3785727882091,499,22933.527918828495,100.29996957601375
63,3000,519,140,591.5956321216158,89.98238883249616,467.00859804065504,510,21999.591735672868,99.93072726229698
64,3048,512,146,570.271043681051,90.95797372865007,465.7048254906884,492,21214.440538247363,99.75505285852402
65,3096,525,138,588.2479311003051,90.31484848763736,474.1529545600962,452,19101.14212650012,100.2325266796189
66,3144,530,145,564.1983095388796,91.56087680061376,485.2726470432529,488,18617.284960322584,100.02678554278263
67,3192,532,133,617.952887215932,91.52035961439546,486.88831314858385,467,18842.935677926205,99.74410220555721
68,3240,533,139,589.7154423497301,92.8154362571226,494.7062752504635,462,17606.94099858382,100.02917604867775
69,3288,530,135,606.8389475058349,92.50939321766069,490.2997840536016,464,17338.094147947897,100.0147146866314
70,3336,537,134,613.0839395898957,89.45759867405364,480.3873048796681,498,17144.716168631327,100.01846130838076
71,3384,540,131,629.8480383551757,88.80200834887665,479.53084508393397,502,17076.209780398407,100.20702231135289
72,3432,535,133,622.8270333725366,88.45131933253026,473.2145584290369,486,16994.192905708922,99.9146294552823
73,3480,527,136,617.872499909715,90.14440635404671,475.06102148582613,471,17370.43020961472,99.88819302345786
