,time,Fish schools,Fishermen,Average wallet,Average school size,Total fish,Available food,Cumulative gain,Fish price
0,0,300,100,100.0,100.0,300.0,1600,0.0,100.0
1,24,289,108,148.84259259259258,86.88148788927336,251.0875,729,5275.000000000443,100.0
2,72,269,126,272.22345920912016,94.74072504115682,254.85255036071186,765,19902.826267666205,199.50124688279303
3,120,248,122,290.8780711166974,106.47308517582661,264.05325123604996,772,20246.106517804208,100.061434245837
4,168,228,122,306.14879066480665,120.08253272434524,273.78817461150715,772,20652.815589281214,100.05367257178352
5,216,253,116,338.1026834597293,112.68322060022794,285.0885481185767,760,21459.905936019186,99.87731534935354
6,264,302,113,369.87111661229767,99.14710622996613,299.4242608144977,692,23304.53788329161,100.0849519844601
7,312,310,107,414.05590233956144,101.7574224263674,315.4480095217389,670,25275.389075737,99.80929663439419
8,360,306,119,403.26790891752523,109.21312350193152,334.19215791591046,694,27549.777333139722,100.01106459195468
9,408,319,116,430.51877224067107,111.80428073472011,356.6556555437572,667,28759.407085212173,100.28025256029794
10,456,354,122,428.09408380382905,107.89718909001445,381.95604937865113,614,29924.6596577286,99.700660814184
11,504,389,127,426.0540790209615,105.95606924559038,412.1691093653466,580,30784.651752093563,100.0283491997065
12,552,405,128,436.35993760709647,110.24628062840094,446.49743654502385,601,31494.325264783292,100.22766303000452
13,600,424,130,434.9504652260786,112.73003874398812,477.9753642745096,580,31569.24376857611,99.75898849070649
14,648,452,135,422.723469683737,113.14172942135409,511.40061698452047,553,30977.47665169982,100.2637530406529
15,696,484,133,432.0787770942944,112.58552323187797,544.9139324422894,510,30745.262427149475,99.85177274772916
16,744,518,136,432.19316440957175,110.73379532788344,573.6010597984363,482,31034.408328553367,99.9515403483302
17,792,541,132,443.44810432585297,109.67245693445852,593.3279920154206,493,30254.068233758513,100.0563772063181
18,840,563,132,453.646701576441,108.1396653322199,608.8263158203981,460,30457.657309043574,99.90312895271158
19,888,592,121,493.6466504166265,102.6038802305051,607.4149709645902,457,30162.59142319368,100.08947291317438
20,936,600,130,472.45140242106027,99.13141748839739,594.7885049303844,449,30845.951843767583,100.04791669648228
21,984,615,135,469.0651779868512,93.60711112198942,575.6837334002349,450,31418.026123510506,99.87312280006905
22,1032,600,135,463.8738534783818,90.81553092990315,544.8931855794189,418,29886.081855706943,100.0636588793872
23,1080,592,132,479.5797400052355,86.54107002333943,512.3231345381694,414,30244.703204888887,99.94170059791776
24,1128,584,129,490.0943880267799,81.80972418793161,477.7687892575206,469,30047.728025351993,100.0880477038244
25,1176,565,136,481.0845839844109,80.1890865547921,453.06833903457533,456,30937.445361605558,99.91229789304016
26,1224,546,134,491.1427594372317,78.88882703539363,430.7329956132492,451,30481.421255134454,100.04943430172855
27,1272,519,137,481.27758637233734,80.03713918925466,415.3927523922317,484,30199.134431309118,100.14997355685583
28,1320,501,131,504.7771971700571,83.02497602718286,415.9551298961861,520,29640.37801407306,99.78841217507276
29,1368,488,136,495.86534870164576,84.86382208392517,414.1354517695549,488,30145.526409276357,99.97692073816657
30,1416,497,137,495.6284955678839,83.61092926729496,415.54631845845597,491,29992.03427238738,100.05129281314079
31,1464,493,137,496.5365338355235,85.36611452668748,420.8549446165693,557,29485.02748914279,100.18366073296339
32,1512,499,141,486.9806122405996,86.25215745977087,430.39826572425665,489,29304.9777446061,99.75024517365972
33,1560,486,133,507.220295242337,86.89103329662504,422.2904218215977,536,27348.107477926893,100.02980168050084
34,1608,491,137,496.4632250770942,88.54392227352648,434.750658363015,479,27088.637731112045,100.0387392917482
35,1656,493,137,505.2197269560301,88.73703434848122,437.4735793380124,504,27354.442216002044,100.00872251106318
36,1704,498,148,474.89246599235696,90.26088201814852,449.49919245037967,525,26803.270664940028,100.00670428134694
37,1752,489,143,481.2229107708511,91.50613467834253,447.46499857709495,541,24790.64219511967,100.18085870506211
38,1800,497,141,487.2774869747275,91.92768529291027,456.88059590576404,497,24153.14722406709,100.03067423239705
39,1848,505,143,485.6275433794214,93.25598327515196,470.9427155395174,487,23651.676521537116,99.95885131967445
40,1896,527,142,485.80699384885344,91.2333522342058,480.7997662742646,476,22460.774854267027,99.98993638210055
41,1944,539,133,515.2097953678369,88.37813727662999,476.3581599210356,506,21455.954294137005,100.02723079997092
42,1992,539,133,520.4836772284494,85.6124724479678,461.45122649454646,495,21430.39135868044,100.07408820453877
43,2040,536,139,504.7314766717381,84.03173440611154,450.4100964167579,483,21139.18217847021,99.65882821892349
44,2088,529,135,517.9916378579296,84.83467850227407,448.77544927702985,456,20064.04548405932,100.11375306233427
45,2136,513,130,543.8300618676625,85.89485694105059,440.64061610758955,506,20294.312242418775,100.19191243888238
46,2184,516,140,512.278084657866,84.59317263408298,436.50077079186815,463,20107.002718395597,99.9383116866546
47,2232,513,145,496.0579562126443,84.93800398752077,435.73196045598155,476,19401.76436202731,99.7760121750135
48,2280,503,133,531.3205010248082,88.8472792109247,446.9018144309512,507,17996.010560805207,100.20075747065981
49,2328,500,141,513.2552857748143,89.68811385696684,448.4405692848342,516,18379.941362704085,99.9745057278288
50,2376,498,140,515.7607059028682,91.30344572944068,454.6911597326146,507,17175.959605016295,99.82378482410073
51,2424,510,139,516.9436873034331,89.90040299628227,458.4920552810396,500,16098.346874956158,100.15739485740264
52,2472,509,129,553.5452651731787,89.22220864192377,454.14104198739204,506,15402.065014783002,100.01267291855264
53,2520,502,136,538.1915731314721,89.84079704378365,451.0008011597939,487,15972.037490357437,100.13057768058732
54,2568,511,140,533.8304224185737,90.23122035553325,461.0815360167749,470,16489.556001453642,100.00595695404536
55,2616,520,137,535.6932019682314,89.81086222341148,467.0164835617397,517,14197.148947858215,99.69096535389338
56,2664,521,143,520.9904662858755,88.87076934334634,463.0167082788344,490,13982.483669304462,100.10584954827505
57,2712,518,135,540.1003084318415,90.64287239244243,469.53007899285177,487,11942.580568045272,100.18830748953192
58,2760,514,142,521.3401858538958,90.44004526612147,464.86183266786435,495,11943.41371806416,99.74939480691391
59,2808,506,136,540.7908294734767,93.26830364160519,471.93761642652225,518,10921.903526714234,100.09094724604473
60,2856,505,133,558.608382222834,94.34660849907198,476.45037292031344,523,11553.37068917887,100.06064181418347
61,2904,519,136,552.29596167374,90.81814472445929,471.3461711199437,509,11135.271328238188,99.79667158252475
62,2952,519,127,595.7239096564796,90.7665897651223,471.07860088098477,504,11442.873261700051,100.1784455891949
63,3000,517,133,573.0130720044599,92.72332549484513,479.37959280834934,488,10976.288739385105,99.93399048816521
64,3048,522,136,564.5736947178285,90.8720039353937,474.35186054275516,481,10727.376922713021,99.89776401512552
65,3096,522,135,575.0973298335736,89.30540437782302,466.17421085223623,519,10960.63453652624,100.27119043827302
66,3144,523,136,573.474667824038,88.10546835984573,460.7915995219932,495,10592.703706360488,99.80102906441604
67,3192,524,133,588.6450696389505,87.57177289351831,458.876089962036,486,10463.66343180355,99.93875416998625
68,3240,538,135,583.9042120544283,85.8908353552344,462.0926942111611,456,10287.200233402176,100.00469799192109
69,3288,527,132,605.0409126324253,86.34267076159762,455.0258749136194,502,11098.358411891923,100.04923599876558
70,3336,528,137,585.9834492241911,85.65981617130144,452.28382938447163,532,10806.239510325728,99.93293459365806
71,3384,523,142,561.2133557194937,87.48346398254803,457.5385166287262,473,9096.324385910268,99.98703449934202
72,3432,522,143,560.3908462025639,87.67829754736553,457.68071319724805,475,8404.908165425226,100.03247877095465
73,3480,531,136,582.6496708791594,86.89190763464876,461.3960295399849,504,6961.413375721449,100.25004135156288
74,3528,537,140,571.739599103968,84.69714138821138,454.8236492546951,468,6428.962642142785,99.7246812011672
75,3576,524,140,570.450506740115,87.30792097738849,457.4935059215157,488,5627.60582297521,100.27381197600518
76,3624,518,145,550.8591043579199,89.74593351684085,464.88393561723564,484,4828.44986664021,100.03739336068386
77,3672,526,145,544.0178467376571,89.85711608761363,472.6484306208477,495,3210.391913051709,100.00536470086054
78,3720,534,142,549.4883271026783,87.78821176304285,468.7890508146488,492,2134.6351860769946,99.66786024645536
79,3768,531,144,539.4327709256805,87.9997690081354,467.27877343319904,446,1276.603139968044,100.09553199420961
80,3816,537,142,540.6667883199646,84.22953787017708,452.3126183628509,479,152.36843584651422,100.25832294857253
81,3864,528,146,527.4146674517981,84.68399492617776,447.13149321021854,459,-746.4075253939069,99.65412868216815
82,3912,508,138,550.8402294983946,88.43557489566443,449.2527204699753,514,-2182.258297799256,100.23888290124704
83,3960,506,139,550.3572153554043,88.84385055948127,449.54988383097526,481,-2724.788450011891,100.04050010867442
84,4008,513,143,535.9223718210334,86.69380560049714,444.73922273055035,501,-3618.073173807442,99.86147936518512
85,4056,513,143,536.1225347444606,88.14310713685344,452.17413961205824,491,-4321.120516944114,100.17673522203607
86,4104,508,134,561.7853331388716,89.56321403958344,454.98112732108393,482,-5744.937047008319,99.69523917938662
87,4152,521,132,578.8953517265238,88.32033434236111,460.1489419237014,473,-5238.350816932907,100.28927219862055
88,4200,516,135,567.1392803988455,89.41786333439352,461.39617480547054,484,-6217.470986470323,99.81556314889582
89,4248,504,135,572.321339837056,90.35735511512485,455.40106978022925,486,-6558.283763967077,99.92755471594003
90,4296,507,135,579.8437577671898,90.21553313274526,457.3927529830185,494,-6268.959584481144,100.1792814938674
91,4344,514,134,587.778676372153,90.41382526841751,464.727061879666,507,-6103.241494749938,99.97770654214952
92,4392,521,139,568.2799921020162,89.60592033075048,466.84684492321,490,-6789.11386519414,100.1095165081905
93,4440,514,140,560.1489725882723,90.57592020525563,465.5602298550139,505,-7873.068833901912,99.93058163793194
94,4488,510,136,574.8239595486962,93.17197966681661,475.1770963007648,518,-8751.659875524758,100.02045352599065
