,time,Fish schools,Fishermen,Average wallet,Average school size,Total fish,Available food,Cumulative gain,Fish price
0,0,300,100,100.0,100.0,300.0,1600,0.0,100.0
1,24,294,113,144.00811209439527,85.70578231292517,251.975,717,4972.916666667044,100.0
2,72,269,107,294.1195001575135,94.56684673357393,254.38481771331388,784,18444.787765294262,199.75031210986268
3,120,255,103,342.1177244533253,103.4969129419364,263.91712800193784,772,20645.364816880374,99.90461641267653
4,168,241,101,379.3896859258505,112.84170016609906,271.9484974002987,767,22996.14465927577,99.88922711146259
5,216,256,112,396.08650152697726,108.5017950302721,277.7645952774966,779,27316.183249100606,100.27197551572809
6,264,294,109,426.5786273669008,98.66063570132818,290.06226896190486,712,28819.40377234533,99.92516550998967
7,312,302,123,411.4016212255538,101.219712704651,305.68353236804603,691,30698.68540925662,99.85774786442076
8,360,302,124,424.59395978532046,106.75599014049894,322.4030902243068,651,31918.525910454227,100.2531164303584
9,408,315,124,435.0633335599182,108.69366943287277,342.38505871354926,668,32178.686219455598,99.99796541534616
10,456,338,128,436.88029922715657,108.01163087175122,365.07931234651915,649,33132.855131639146,99.75310305321358
11,504,354,126,455.57179146252076,110.66933664264262,391.76945171495487,615,33882.2381992124,100.13431901906972
12,552,374,124,468.3123605834041,112.58021358741112,421.0499988169176,607,33714.43244305658,100.12522239661817
13,600,401,124,480.1998422711572,113.1213471989298,453.6166022677085,610,34774.48214390058,99.82752864825311
14,648,419,123,492.07300076135425,116.86379153760028,489.65928654254515,547,35026.269812953025,99.91498150046223
15,696,447,118,529.7854700875654,118.38825171483994,529.1954851653345,551,36793.64379178142,100.05005260552579
16,744,504,126,513.6488941741476,111.8427716934075,563.6875693347738,508,38096.565878165864,100.09954293329258
17,792,522,129,511.6461881840986,113.80065693269455,594.0394291886655,437,38353.45794172422,100.00493895054949
18,840,548,132,507.23014452605383,111.98032797012331,613.6521972762757,472,38480.2238131339,99.74506973300544
19,888,568,133,501.94735462782415,110.68172020851887,628.6721707843872,476,37460.30343640161,100.34901330558331
20,936,589,137,496.51058482355245,105.45220086824357,621.1134631139546,485,38111.872076638865,99.92247262588465
21,984,616,133,509.8577831083296,98.89743834024218,609.2082201758918,446,37782.84405568021,99.79740836381295
22,1032,617,132,510.2333593217562,93.20486858645839,575.0740391784483,448,37114.33420887057,100.16724989314466
23,1080,612,136,507.39552891883454,88.61628503723756,542.3316644278939,418,37852.97532045567,100.03764381747112
24,1128,605,132,517.1055297500678,84.78718630246928,512.9624771299392,436,36776.94346800729,99.77507851384458
25,1176,582,133,526.4367120554294,82.54311052016507,480.4009032273607,479,37613.17246500749,100.00576120811105
26,1224,567,132,531.2965425923059,82.27410786139593,466.49419157411495,447,37411.58472203505,100.03558974839791
27,1272,549,129,550.2626793694384,82.40930275843537,452.4270721438102,494,37625.951521649455,100.18634185182141
28,1320,535,126,568.8981244743846,83.67447484533427,447.6584404225383,490,37895.57967664334,99.86357370233068
29,1368,529,132,553.6899966329476,82.95203176225834,438.81624802234666,488,38593.299646952546,100.13743187892972
30,1416,522,133,554.1664779015005,83.19770256201373,434.29200737371167,476,38381.69379214303,99.76827591759069
31,1464,516,135,548.3289282579592,84.82177366911246,437.6803521326203,475,37985.000134819704,100.05748468736331
32,1512,522,137,545.8858933613867,85.35984967095816,445.5784152824016,474,37922.35582052844,100.24584458559141
33,1560,520,142,530.1787628704126,85.9149238611496,446.757604077978,529,37399.997957357475,99.94198112071267
34,1608,512,137,542.1891479976865,87.95033090541646,450.3056942357323,509,35961.16133962861,100.02246070594757
35,1656,523,142,533.0941826507426,87.13678657001047,455.7253937611548,506,36256.93921625768,99.83822448336966
36,1704,527,138,539.1667511854439,87.6615573527015,461.9764072487369,479,34432.27139608056,99.85026162465192
37,1752,521,138,543.0604845574703,89.40077391204623,465.7780320817609,486,34248.02767113745,100.20776672840107
38,1800,526,141,534.6099776670884,88.42790689798638,465.1307902834084,511,33970.80606151295,100.09089502730987
39,1848,527,137,546.5986170739498,87.91031013792234,463.28733442685075,507,33047.46535617802,99.90134321630981
40,1896,523,137,551.523355595886,89.83820066745011,469.8537894907641,491,33105.40600869245,99.81599506655093
41,1944,529,135,559.177997121715,87.22673289553009,461.42941701735424,498,31890.072572076373,100.01075185525426
42,1992,520,134,567.3870035741737,87.88686296528208,457.01168741946685,486,31804.040328028907,99.99540613895165
43,2040,522,140,551.2956318264547,86.68379038852189,452.48938582808427,500,31839.773534311265,100.23210690894535
44,2088,525,136,562.3624670138122,86.63886971700542,454.85406601427843,474,30813.377522299965,99.76308001023631
45,2136,521,131,585.6045548093897,87.87164344613686,457.811262354373,482,30826.794520739444,100.28669401819045
46,2184,513,136,575.8483087533896,88.0164283719624,451.52427754816716,509,31410.43398994558,99.95723838757023
47,2232,523,135,578.1655621481749,86.83018184401973,454.1218510442232,495,30522.242777757492,100.02736578327772
48,2280,517,145,544.4136601145595,85.67904943660413,442.96068558724335,487,29893.32098579857,99.81387123838265
49,2328,509,144,538.6038490653337,87.75367716243596,446.66621675679903,476,28091.461201268914,100.00176022674704
50,2376,498,147,528.2740447393675,89.35212589866761,444.9735869753647,515,27157.31112921253,99.96335731325075
51,2424,494,140,549.3786558226101,91.14867606470224,450.2744597596291,498,26086.18968300349,100.01339716753252
52,2472,496,144,536.1634353707527,92.181847676602,457.2219644759459,525,25358.3006532408,100.149459976834
53,2520,517,135,567.5058993052024,89.86794331424306,464.61726693463663,486,24731.86958705329,99.78878222571154
54,2568,516,133,578.0028237352006,90.0591824116117,464.70538124391635,474,24064.828297298845,99.99707325706729
55,2616,516,130,597.9156172083592,90.94086455058635,469.2548610810256,476,24594.844328630385,100.35595643302231
56,2664,514,128,604.6093947767074,91.34366560152989,469.50644119186364,497,24142.177411276007,99.84533132777233
57,2712,525,131,606.7396663831258,90.32155691145458,474.18817378513654,478,25719.358797183508,100.00067622460007
58,2760,520,130,612.3751891061964,90.10173314961271,468.5290123779861,496,25425.495129232408,100.06421613574192
59,2808,526,132,612.872074440879,90.63310725628666,476.73014416806785,470,25892.02304299978,99.78451897372328
60,2856,529,139,585.3550693577035,89.38135548232407,472.82737050149433,492,25243.088532176054,100.17108455079611
61,2904,527,140,583.6757563112837,90.9663258893143,479.3925374366864,492,24662.491644903417,99.89604312974677
62,2952,527,133,608.9386200223702,92.49262646848682,487.43614148892556,488,23803.57405447012,100.07622022913813
63,3000,532,139,593.4500387890273,90.83802835295313,483.25831083771067,469,24497.78692469381,100.03260237241274
64,3048,523,141,583.5030830133311,90.74119474530988,474.57644851797073,499,23666.059385544806,99.79120551143588
65,3096,520,142,579.1457573292588,90.7246715032773,471.768291817042,508,22810.46528237757,99.98926739467049
66,3144,524,142,575.0463125405951,90.12900726687202,472.27599807840943,500,21709.311246916805,100.1979335714864
67,3192,524,137,595.2871833572934,89.57655672373397,469.38115723236604,476,21586.577466467057,100.09124378568536
68,3240,519,136,597.3079065660287,88.96757479689306,461.741713195875,526,20847.558350924774,99.82805808552119
69,3288,518,141,583.4038607684381,87.13112498316342,451.3392274127865,478,21165.400595804473,99.96401119295945
70,3336,519,139,582.4900118903183,87.14816532131753,452.29897801763803,487,19447.965911168834,100.21394565332018
71,3384,518,133,608.874857536092,87.0711600662234,451.02860914303716,491,19129.101395699807,100.01469267059736
72,3432,518,140,589.3673243650065,87.1062518729296,451.21038470177535,465,19753.407464966647,99.96577044081641
73,3480,527,134,607.1193309330064,85.5538639940372,450.868863248576,528,18469.048776137257,99.9751304893309
74,3528,524,135,612.7470595463604,86.10993389590746,451.21605361455505,479,19220.783559082247,99.90951725076407
75,3576,525,139,600.6995499208523,82.19570980171328,431.5274764589947,489,18873.68579364204,100.06881379365367
76,3624,514,135,615.9056276285881,84.50939956760283,434.3783137774785,502,18094.297335558505,99.99829391215022
77,3672,510,141,590.3078997515632,85.21879360688784,434.615847395128,498,17270.033097918124,100.11875267976623
78,3720,496,140,589.563240439179,86.85415821366048,430.796624739756,518,15948.156512098827,99.82908917327465
79,3768,498,143,579.3078558262777,86.2222344394336,429.38672750837935,513,15429.039364868686,100.05857489781452
80,3816,506,151,553.9815730328796,84.80552584537304,429.1159607775876,520,15120.11589315766,99.95216686449074
81,3864,496,140,581.0264892528331,88.25927874516744,437.7660225760305,527,12777.046783919646,99.88788352766821
82,3912,498,141,576.5974898397315,88.91162278644367,442.7798814764895,511,12016.81523890998,100.00139189217377
83,3960,501,136,592.6865167337891,91.37344444399432,457.7809566644115,521,10889.845664688104,100.03344082641154
84,4008,500,139,590.7071659281623,93.29677339549445,466.4838669774723,447,11473.710495627607,100.00371676649075
85,4056,508,136,607.0581545078821,94.04250843041179,477.7359428264919,524,11289.633853963318,100.14772077209227
86,4104,511,134,617.1550812445441,93.61516791903712,478.37350806627967,528,10589.397903549063,99.75592286502263
87,4152,524,139,599.3781264767823,93.08966218093066,487.7898298280767,507,10290.09161661479,100.00521588772516
88,4200,525,138,599.7444083701238,92.76382228025385,487.0100669713327,489,8911.369388107616,100.32022217195691
89,4248,529,141,587.4691740396364,93.65542872407484,495.43721795035594,484,8057.513786632419,99.93876131190436
90,4296,532,135,615.1285473595462,93.39743311876639,496.87434419183717,482,8040.026296839475,100.03905882643777
91,4344,537,136,608.7118209962647,91.60521914029398,491.9200267833787,484,7266.96614513192,99.90122277312321
92,4392,535,142,587.8665602377947,90.64495347378589,484.95050108475453,479,6634.280530257778,99.94177564489688
93,4440,536,142,584.8916266438733,90.34827274433695,484.2667419096461,475,5588.865068898947,99.95581721192926
94,4488,543,140,593.9324305055026,87.17529595984088,473.36185706193595,486,4954.9422382002995,100.11909014297255
