,time,Fish schools,Fishermen,Average wallet,Average school size,Total fish,Available food,Cumulative gain,Fish price
0,0,300,100,100.0,100.0,300.0,1600,0.0,100.0
1,24,293,106,148.62421383647796,86.31399317406144,252.9,744,5154.166666667047,100.0
2,72,268,117,301.83404558404567,95.30007797529493,255.40420897379042,773,20577.08333333439,200.0
3,120,253,105,363.8971757777123,103.2777470486063,261.292700032974,792,22279.85218878087,99.90769939147987
4,168,239,115,363.20890676449716,112.4810486496677,268.82970627270583,800,24322.914042769324,99.92896472951875
5,216,258,113,392.4856592021826,107.94161119196683,278.48935687527444,756,25864.788214343425,100.11646329318367
6,264,288,119,402.6768322666638,100.08522943645853,288.2454607770006,728,27901.200319672887,99.69648337305881
7,312,288,121,421.89454095233594,104.8207099073557,301.8836445331844,697,29797.396216144338,100.00262726906875
8,360,297,118,441.5034689140289,107.51602394244838,319.3225911090717,712,30315.919365222395,100.06433716194465
9,408,315,120,455.8104494323832,107.8459621186499,339.71478067374716,665,31886.31720568247,100.08936671944159
10,456,327,131,435.3722769394283,110.91908111457454,362.70539524465875,641,32501.454284269385,100.02028521990438
11,504,348,125,463.1963868223693,110.97894824843635,386.2067399045585,594,32402.254646376066,99.89315526180752
12,552,371,124,478.71538033068225,112.26470702143057,416.5020630495074,634,33028.253354727036,99.9444346592332
13,600,400,126,484.664214704013,112.33586522778292,449.34346091113173,587,33813.92632474138,100.33087446127888
14,648,428,125,495.84014268447856,113.91967216998758,487.5761968875468,542,33894.849663230314,99.94821526371983
15,696,451,124,511.8687479492016,117.80212458240008,531.2875818666244,545,34967.96083499678,99.74101351791984
16,744,477,127,504.92849197921686,119.48074962142955,569.9231756942189,515,34805.41881145436,100.2537233858868
17,792,513,129,509.57250466301804,117.16762435617098,601.0699129471571,489,35898.95326041086,99.80360514841585
18,840,553,130,509.11066474476024,113.4398266918994,627.3222416062036,482,36033.852721216856,100.07556840316569
19,888,579,135,495.5271339795342,112.81081467074897,653.1746169436365,478,36037.296058292915,99.85247477589634
20,936,608,129,523.4218881267998,106.46003497441329,647.2770126444328,407,36328.72995916526,99.96788735436792
21,984,615,126,541.985926511041,102.97404880485855,633.29040014988,447,36674.08564053131,100.04372990940598
22,1032,630,125,553.9211619195564,96.33388564437844,606.9034795595842,413,37310.530083315694,100.10248315248224
23,1080,623,132,533.9740443266073,92.04326543578834,573.4295436649614,418,37646.705762594655,100.13302045260129
24,1128,611,125,564.1139631303529,89.17012537891783,544.829466065188,428,37744.11674230866,99.74168686813508
25,1176,602,123,585.1340831364677,83.77005261718551,504.29571675545685,442,38679.37518390256,100.01436647964702
