,time,Fish schools,Fishermen,Average wallet,Average school size,Total fish,Available food,Cumulative gain,Fish price
0,0,300,100,100.0,100.0,300.0,1600,0.0,100.0
1,24,282,116,196.91091954023,83.27127659574468,234.82500000000002,743,11241.666666666451,100.0
2,72,249,121,272.6928374655649,91.47165305513238,227.76441610727963,769,19229.166666665657,133.33333333333334
3,120,207,122,356.4370656684923,97.7165505458178,202.27325962984284,830,28474.706993700067,99.90082440240572
4,168,185,121,395.13157583439124,103.57310823582071,191.61025023626834,879,31966.773973583593,99.87465809726753
5,216,167,126,431.0352801360301,100.56128464153664,167.93734535136622,937,37553.375726053666,100.16378233960056
6,264,137,138,471.1259670111967,92.40613195484704,126.59640077814045,1024,46437.031508109845,99.85326350504378
7,312,111,138,523.0917261090268,78.18014737841162,86.7799635900369,1094,52464.46936212905,100.10260549471788
8,360,76,132,566.7692856046805,74.22721973046269,56.412686995151645,1207,54649.79279771371,114.82677959005989
9,408,48,123,598.6425006959379,70.23274487711615,33.71171754101575,1342,53233.028867375215,134.14902734311298
10,456,34,117,588.1783774692685,65.67434322664786,22.329276697060273,1398,48395.538878013205,171.34130526451898
11,504,19,111,574.6898372543142,77.5538833244699,14.735237831649279,1468,43351.12422818624,196.25245522759926
12,552,14,104,544.8052606794139,77.58007141680477,10.861209998352667,1501,36338.70301074405,138.57547753727235
13,600,9,97,502.5294665225226,82.5620289433582,7.430582604902238,1547,28400.603061758728,144.2208901026827
14,648,9,84,494.4448475071079,72.20472675405856,6.498425407865271,1536,21151.073951866732,250.0
15,696,7,78,439.23922599383644,92.83107808464673,6.4981754659252715,1555,13859.419977781674,91.67935924582373
16,744,6,70,389.10723822330993,95.89287624868605,5.753572574921163,1562,6809.483440675882,111.77273444837253
17,792,6,62,347.11548257694466,95.7939007648741,5.747634045892446,1562,1067.650888358117,204.4965882775329
18,840,6,48,345.58604690742646,97.7400881828167,5.864405290969002,1561,-3907.019190031135,175.0
19,888,6,38,336.46080234334863,100.05880097417025,6.0035280584502155,1561,-7743.824745586131,44.44444444444444
20,936,7,34,276.1806681445215,80.35187872111617,5.624631510478132,1555,-11150.769190031428,112.5
21,984,6,26,250.15917656988054,108.40612052382964,6.504367231429779,1561,-14061.185856698974,250.0
22,1032,6,17,271.43645647830135,115.35235615175071,6.921141369105043,1560,-15979.935856699605,41.88303026051218
23,1080,6,10,334.5812676767179,136.414602287842,8.18487613727052,1562,-17268.259006306438,238.76018372596405
24,1128,8,8,303.7421102574125,121.31361056304178,9.705088845043342,1543,-18191.175672972568,200.0
25,1176,9,7,269.60347430604764,117.75671704685553,10.598104534216999,1547,-18737.00900630545,33.333333333333336
26,1224,9,7,183.88918859176184,134.61222793317438,12.115100513985695,1545,-19337.00900630504,50.0
27,1272,10,5,169.17586332725676,140.72722514426079,14.072722514426077,1528,-19785.75900630471,120.0
28,1320,12,11,137.34530577140092,133.65121060058235,16.038145272069883,1525,-19928.259006304368,166.66666666666666
29,1368,14,5,206.97317664929537,131.6950136840808,18.437301915771314,1523,-20636.5923396371,42.857142857142854
30,1416,15,3,226.89973885993663,144.21063525578208,21.63159528836731,1513,-20997.90186344639,233.33333333333334
31,1464,18,2,216.3912749565722,144.85848158611302,26.07452668550034,1485,-21247.901863446245,20.0
32,1512,24,1,252.86972319333677,131.0878805741963,31.46109133780711,1457,-21431.23519677947,20.0
33,1560,28,1,152.8697231933363,133.54939618453366,37.39383093166943,1427,-21531.235196779413,20.0
34,1608,30,1,72.86972319333638,148.23931174266082,44.471793522798244,1418,-21611.235196779355,20.0
35,1656,38,1,81.25000000000004,139.73339216609813,53.09868902311729,1391,-21704.9851967793,50.0
