,time,Fish schools,Fishermen,Average wallet,Average school size,Total fish,Available food,Cumulative gain,Fish price
0,0,300,100,100.0,100.0,300.0,1600,0.0,100.0
1,24,274,120,185.76388888888889,85.8485401459854,235.225,774,10291.666666666491,100.0
2,72,195,139,254.20748262305426,94.15994450719997,183.61189178903996,868,20683.54751527826,82.04076400461479
3,120,160,138,336.361412112814,99.27336972197836,158.83739155516537,972,30204.873066254455,159.30159641358446
4,168,124,140,392.0628212468642,110.49139417854695,137.0093287813982,1055,37128.45441992997,111.19054420364334
5,216,116,123,448.3209498806304,107.56388271018173,124.77410394381081,1110,37214.928850464625,123.58657943558447
6,264,119,116,489.45307604672286,99.48337877197041,118.38522073864479,1085,38412.790465931284,159.32742716133035
7,312,107,111,524.2249882625707,102.88729103795272,110.08940141060941,1129,39291.704833540236,95.53051289691696
8,360,100,103,552.5260591144773,102.7135724738053,102.71357247380531,1129,38109.29149693225,123.36867700909828
9,408,92,100,579.6488376582705,94.4086139626375,86.8559248456265,1166,38740.93373969053,84.20163795800326
10,456,85,94,580.8756628973194,94.28693102448929,80.14389137081591,1175,35457.61986310452,100.24540657657863
11,504,76,90,597.1382091529341,95.69698466089217,72.72970834227804,1218,34483.07816900575,130.43773105887882
12,552,68,86,585.5773697414229,104.5741216923401,71.11040275079128,1254,31087.680908244703,116.5910221321898
13,600,69,83,581.7112084851306,107.06843172868533,73.87721789279288,1268,28999.31201340681,197.46213919287732
14,648,67,76,598.2269629927279,109.44668224071818,73.32927710128118,1257,26157.679016278376,85.78895479057618
15,696,65,73,573.1438417609999,110.31933913854026,71.70757044005117,1257,22520.37340467761,69.35414226629204
16,744,64,68,582.9053682845429,112.32820949105083,71.89005407427253,1254,20200.293543305976,130.35672188069796
17,792,65,59,639.8533900499725,109.89669172480596,71.43284962112388,1248,18287.813962937216,95.12011699002032
18,840,67,55,663.3416564476097,106.70622557639142,71.49317113618226,1252,17009.194980683442,88.9068929506213
19,888,68,52,667.7642619106399,107.09156967869589,72.8222673815132,1238,15239.30218984387,120.86959623819233
20,936,71,53,645.3372534203511,105.56147710780634,74.9486487465425,1211,14514.918359769887,129.8976315058213
21,984,69,52,653.343565999652,106.21979900187951,73.29166131129686,1235,14204.490715448885,64.5380138646956
22,1032,68,50,630.1742407855357,114.62298886536848,77.94363242845057,1237,11731.7349542481,125.86943720248014
23,1080,72,48,647.4423969594162,114.69032963929519,82.57703734029253,1218,11088.211333045738,105.46057807140402
24,1128,78,46,646.6507153487712,112.20516867849474,87.5200315692259,1215,9749.720661256582,115.1287341147419
