,time,Fish schools,Fishermen,Average wallet,Average school size,Total fish,Available food,Cumulative gain,Fish price
0,0,300,100,100.0,100.0,300.0,1600,0.0,100.0
1,24,278,116,173.132183908046,85.95323741007195,238.95000000000005,781,8483.333333333709,100.0
2,72,207,134,246.92752076690755,93.16170204836213,192.8447232401096,852,19147.78738667564,84.49960390810668
3,120,167,137,321.7782098720941,100.35048858516534,167.5853159372261,962,28282.946897543698,158.20643846954235
4,168,132,136,380.38870538170323,114.2248027861917,150.77673967777304,1062,34379.02624156911,113.32319328542131
5,216,128,124,432.99164699731966,110.27554529076299,141.15269797217664,1088,35873.455684824294,131.70061576471934
6,264,126,118,488.7871286717183,103.14353646774605,129.96085594936002,1089,39427.36647792193,137.24286237328863
7,312,110,115,509.7517046891423,106.1880967673019,116.80690644403208,1092,40153.50047288679,86.11532240388503
8,360,100,109,509.4360688610381,113.70628408848772,113.70628408848772,1124,37039.01423648153,104.01442394196528
9,408,102,106,522.424835616856,105.22960919944958,107.33420138343858,1106,36568.48650348782,134.15170962333764
10,456,99,105,507.2158804333452,104.54657581574217,103.50111005758475,1140,34238.641638245215,96.17974581340624
11,504,87,97,515.0181510308784,120.05399848331702,104.44697868048581,1198,30912.33989675031,122.79707972976365
12,552,88,93,530.4461486343,110.66985527972157,97.389472646155,1202,30172.655328606936,98.04967792435198
13,600,94,89,528.3154978151338,101.35560589775902,95.27426954389348,1194,27845.93453909207,104.99182053933401
14,648,93,86,517.4857420633281,99.10151780595696,92.16441155953997,1164,25319.64216091564,98.89095717113574
15,696,84,81,522.6326571744394,109.29916377349524,91.811297569736,1186,23133.09622012886,114.7634415603142
16,744,82,79,515.7159666145377,111.64039421109786,91.54512325310024,1186,21329.179749096882,113.44307934579919
17,792,84,76,511.86393528203536,107.53146979750082,90.32643462990069,1207,19271.32802861341,85.55430963852838
18,840,87,76,516.3667619594977,96.09000065507077,83.59830056991157,1170,19405.209522771405,108.24763523824147
19,888,73,72,536.6575943877311,101.76409412084958,74.28778870822019,1240,18683.714383228344,65.09613183386848
20,936,68,70,510.82463707042814,111.69595685903421,75.95325066414327,1225,15793.758848909862,160.04790655285535
21,984,69,68,524.4026415643439,110.30691133238534,76.1117688193459,1256,15378.780517427525,141.87957409257288
22,1032,70,67,523.4394048973991,105.76027922885352,74.03219546019747,1256,14681.899213266559,88.83497655452116
23,1080,71,63,515.8553078823202,105.99439414108404,75.25601984016967,1225,12097.726689093512,88.2487484346388
24,1128,72,60,513.9439992146796,101.86734086623635,73.34448542369017,1225,10425.204826564748,95.50054226080645
25,1176,68,53,545.7624651008407,112.7232409877723,76.65180387168516,1261,8491.511859579283,138.89739609928915
26,1224,69,57,504.10089987129464,112.96805042894974,77.94795479597532,1224,7693.751323437923,84.67057794962791
