,time,Fish schools,Fishermen,Average wallet,Average school size,Total fish,Available food,Cumulative gain,Fish price
0,0,300,100,100.0,100.0,300.0,1600,0.0,100.0
1,24,286,107,153.99143302180684,87.46503496503496,250.15,747,5777.083333333521,100.0
2,72,226,130,252.30989312106323,90.7345568245837,205.06009842355917,828,19174.278691166477,103.1592520954223
3,120,182,145,306.5100837205772,93.00771073130532,169.2740335309757,921,27967.954724919848,108.07860142517826
4,168,139,142,385.9905776672916,96.12652756684582,133.6158733179157,1037,36767.11754133275,113.73279650710985
5,216,102,129,459.82173435269254,101.25314484694441,103.2782077438833,1146,40710.389047845856,111.54571765063287
6,264,87,122,510.7964983494776,96.15846387405416,83.65786357042712,1200,43169.7322436505,129.06524012728357
7,312,75,115,553.1518306787568,88.41770868203518,66.31328151152638,1234,44129.285170899944,139.97110772672497
8,360,60,109,573.4772515067493,86.91213098390553,52.14727859034331,1261,42900.03245211106,110.11363754944446
9,408,46,107,554.916513014049,90.36735306212181,41.56898240857603,1324,39659.10760596576,113.57686090802606
10,456,38,99,548.9188264375734,92.81177352381097,35.26847393904817,1355,34602.32694154772,183.05866186617115
11,504,32,94,543.4692828656948,93.73396016215516,29.99486725188965,1389,31330.606629768594,122.01804838125867
12,552,27,90,500.9819323553768,101.95897544155324,27.528923369219374,1451,25319.84720465267,117.06693187442927
13,600,26,82,476.12943501587205,97.6719389104895,25.394704116727272,1451,19249.92918407813,141.42238720156544
14,648,22,75,453.5551425615342,99.59016390789498,21.909836059736897,1466,14200.155677722752,95.40204282420416
15,696,22,69,415.65145806590544,91.79842696373709,20.19565393202216,1463,8845.656106905732,114.06995115899834
16,744,17,63,375.51953131164305,114.12146121091216,19.40064840585507,1493,3805.1372075740214,116.1535818993026
17,792,18,53,359.4963983643412,105.98336515860744,19.077005728549338,1492,-830.4159475170912,128.50507070264607
18,840,19,43,350.8863887459759,108.51911035985842,20.6186309683731,1489,-4823.988328560701,185.2224925170455
19,888,19,39,340.06724256675204,103.76283057575003,19.714937809392506,1482,-6661.442031283533,72.8845034766476
20,936,20,31,334.25922596074,104.5747352801927,20.914947056038542,1464,-9583.520985981515,93.54775697095039
21,984,21,29,275.97961754279595,108.65007692253654,22.816516153732675,1455,-11947.213360547901,95.65217391304348
22,1032,23,27,228.0888138693635,106.37292785804932,24.465773407351346,1452,-13798.535824316825,153.33333333333334
23,1080,25,17,277.507123961492,111.46040120214097,27.865100300535243,1460,-15272.285824317516,187.5
24,1128,30,13,272.5367596035152,109.31432293098808,32.794296879296425,1431,-16458.119157651163,80.0
25,1176,30,13,251.24434482856822,122.54107903113287,36.76232370933986,1423,-16941.869157650424,125.0
26,1224,33,11,236.0766395149681,128.8013402088268,42.50444226891285,1416,-17723.119157649715,66.66666666666667
27,1272,39,12,203.06918384092424,125.28550599541447,48.861347338211644,1387,-18172.285824315768,120.0
28,1320,46,7,244.48789063759077,123.81402460555874,56.95445131855702,1335,-18915.266593545908,76.92307692307692
29,1368,50,6,254.5574536071035,134.5650485575028,67.2825242787514,1332,-19103.503773032742,130.0
30,1416,59,7,219.3884662524517,134.78047508533015,79.52048030034479,1275,-19298.20615398477,142.85714285714286
31,1464,70,13,149.7994243287187,132.56637749989142,92.796464249924,1223,-19694.57520160318,70.0
32,1512,84,8,160.6421119481149,129.89179212414555,109.10910538428227,1183,-20376.102979380354,55.55555555555556
