,time,Fish schools,Fishermen,Average wallet,Average school size,Total fish,Available food,Cumulative gain,Fish price
0,0,300,100,100.0,100.0,300.0,1600,0.0,100.0
1,24,282,113,168.04941002949852,86.3563829787234,243.525,729,7689.583333333562,100.0
2,72,212,139,245.09564533803427,89.16502405577282,189.02985099823837,878,19647.461368655393,88.30022075055187
3,120,172,136,326.67574424594284,91.10056846596231,156.69297776145518,951,28441.201438208594,137.03240154321693
4,168,131,136,397.2078610355734,96.45621953227635,126.35764758728203,1057,36720.436160220175,111.6288570382708
5,216,107,125,462.2893609725971,98.33761915307504,105.22125249379029,1124,40237.35034119849,121.5564453126709
6,264,93,123,497.5777807380061,91.85642552252602,85.42647573594921,1145,43029.97597266194,132.33173298390892
7,312,75,117,525.3772499450921,89.6786456821571,67.25898426161783,1230,42861.63116037252,103.41465471118529
8,360,60,108,556.2218503310096,89.36135435277193,53.61681261166316,1281,41331.06750426656,144.49222450036893
9,408,45,102,575.1558312614422,94.3186330105036,42.44338485472662,1355,39695.855361394926,115.18179023967832
10,456,42,94,566.2486334182037,94.00098102336388,39.48041202981283,1354,34231.52809867204,150.35894484812522
11,504,41,82,601.933127292557,87.40583419902393,35.836392021599806,1374,30323.978938193977,138.6421139157391
12,552,28,80,568.3530824238584,104.20669726832249,29.177875235130298,1427,26322.294655647038,88.57856099432193
13,600,30,74,544.4022156455168,93.03757127087718,27.911271381263155,1447,21121.41653947298,122.9802071019136
14,648,27,70,516.8190969457713,96.81472311794253,26.139975241844486,1447,17002.564960773398,131.82019714802996
15,696,24,62,524.4172735466403,96.1001421711237,23.064034121069685,1446,13317.566166410033,108.54725640864797
16,744,24,55,521.5664949818176,90.62641170699008,21.75033880967762,1450,9468.463332213621,118.89101272623064
17,792,22,51,502.51662562347036,89.570550668757,19.70552114712654,1477,6396.579130116329,104.33230800775137
18,840,21,46,477.3219297154679,90.04837616735277,18.910158995144084,1465,2710.407215825125,88.46426842900223
19,888,22,38,495.87814476982817,86.32321616658894,18.991107556649567,1480,-275.8073426395057,148.87495774034406
20,936,21,32,537.3847967624968,90.76084849763464,19.059778184503276,1473,-1939.4158435817149,128.0146259504182
21,984,21,29,524.4678245796531,95.00024975190702,19.950052447900475,1467,-3935.3175916847877,88.39238762043017
22,1032,20,26,516.0354802205701,104.04104263619993,20.808208527239987,1481,-5738.615892907981,170.32992022476998
23,1080,21,28,445.5574811067604,99.87948667524714,20.9746922018019,1476,-7086.742265589803,66.38250635924186
24,1128,21,23,443.1583054234845,112.0940430085451,23.53974903179447,1481,-9387.594746512237,134.26771619173306
25,1176,25,20,465.82741800117617,103.87090900873628,25.96772725218407,1452,-10272.06192047007,173.78215698562676
26,1224,25,18,494.236861563865,112.00593946842973,28.001484867107433,1448,-11110.11047809795,46.34183379224714
27,1272,25,12,637.1661172799005,129.93097926493775,32.48274481623444,1448,-12383.076476262713,161.8408117732866
28,1320,28,12,557.9994506132341,137.64868232847414,38.54163105197276,1430,-13333.076476263062,250.0
29,1368,33,19,357.99515917250045,130.28563414941195,42.99425926930594,1408,-14030.298698485809,22.22222222222222
30,1416,40,10,589.9163843313993,120.89212877982568,48.35685151193027,1361,-14966.905841343316,42.857142857142854
31,1464,42,14,424.7191860870538,132.77922230583275,55.76727336844975,1359,-15320.001079438856,140.0
32,1512,48,16,368.8025832807175,129.24183915445028,62.03608279413613,1312,-15669.395018833282,68.18181818181819
33,1560,55,10,520.3648447310017,129.6726685300888,71.31996769154884,1312,-16384.73592792446,91.66666666666667
34,1608,65,13,395.0562908187184,128.59933428544193,83.58956728553726,1247,-16752.65259459053,160.0
35,1656,75,15,374.6598964873335,130.90927746827902,98.18195810120926,1212,-16780.56926125647,150.0
36,1704,83,16,318.3009446235411,134.92500108567302,111.98775090110861,1184,-17407.652594588915,41.666666666666664
37,1752,100,16,314.8823840174799,126.5384632630525,126.5384632630525,1119,-17774.319261254765,50.0
38,1800,118,18,323.6511055573224,121.68328741565826,143.58627915047674,1078,-17602.97572383887,97.95918367346938
39,1848,127,25,304.36892559352617,124.42461720543352,158.0192638509006,1012,-16727.8058173645,74.43618049439058
40,1896,138,34,280.6086651211553,124.0035910141022,171.12495559946103,999,-15904.667676416666,67.40288252496973
41,1944,150,41,287.42870471138355,123.14034003705576,184.71051005558365,956,-14798.4518269395,82.99450741132038
42,1992,157,45,321.6142495125434,123.50055824459493,193.89587644401402,980,-12717.98460951805,78.6005063575803
