,time,Fish schools,Fishermen,Average wallet,Average school size,Total fish,Available food,Cumulative gain,Fish price
0,0,300,100,100.0,100.0,300.0,1600,0.0,100.0
1,24,275,120,197.4305555555556,82.48181818181818,226.82500000000002,723,11691.666666666293,100.0
2,72,195,141,253.3740798979251,92.19961106793987,179.78924158248276,892,21104.91193227922,77.03418391911411
3,120,153,143,321.4263360771144,98.334914551711,150.45241926411782,986,29895.2160590402,160.7286215552657
4,168,128,141,403.6418190564295,96.65393419718382,123.71703577239529,1057,39346.74857986902,130.95458444411187
5,216,108,132,457.6439882724221,92.66664306357262,100.07997450865844,1126,42182.67944402746,104.03463194475958
6,264,92,125,472.07139975328954,91.11532219009091,83.82609641488364,1190,40654.94085517242,119.15513428712876
7,312,73,122,490.4262644291722,93.24653398903405,68.06996981199485,1250,41058.69384570906,137.97637279193626
8,360,66,112,503.3699743425333,90.20256450934279,59.53369257616624,1253,37569.48443068885,113.96526114541697
9,408,55,101,523.5653923487237,94.93952783896044,52.21674031142825,1318,34037.5075071694,135.97643839291783
10,456,44,95,533.1324072570828,92.51855323337901,40.708163422686766,1353,31785.979077670516,105.15753702604893
11,504,31,82,563.6218777354067,106.46132564650318,33.00301095041599,1435,27312.774320999513,97.20347091121985
12,552,30,82,545.3235417242206,102.49927879558565,30.749783638675694,1420,25400.351906369688,228.85708148556768
13,600,30,75,532.3343087839839,92.90510740410855,27.871532221232567,1433,20584.048697736052,87.4115648540357
14,648,29,68,522.8139439967172,86.33874158814064,25.038235060560783,1427,16188.504115098385,110.08410248649854
15,696,27,62,511.6114486115743,75.38031912368668,20.3526861633954,1441,12336.767414836511,89.80788704582379
16,744,24,60,476.24419451268335,78.95021841735998,18.948052420166395,1460,9185.254736703315,175.39095235192576
17,792,22,52,478.5842029452302,83.70186037219867,18.414409281883707,1461,5469.872855431983,89.53318252046456
18,840,22,46,480.27367129589913,73.98531623234807,16.276769571116574,1457,2657.418604760741,157.68297833541789
19,888,22,39,487.57924470116313,73.50375758399629,16.170826668479183,1471,-439.27670834036576,101.64367884181053
20,936,18,33,498.46574453076954,90.63173740922815,16.31371273366107,1490,-3023.7594037651943,110.86543153466894
21,984,17,29,500.91726558932555,98.4235511958346,16.732003703291884,1488,-4959.753912573531,108.92924706338606
22,1032,17,27,458.8367680072654,108.41528381301575,18.43059824821268,1489,-7105.102045545174,156.64039625223134
23,1080,19,21,521.2995014565787,104.01302548707525,19.762474842544297,1487,-8564.215020053314,143.26229251712124
24,1128,22,19,513.1325118676718,90.00109967963758,19.800241929520265,1463,-9766.62580445984,69.23076923076923
25,1176,20,17,501.2910583186116,100.83624088979563,20.167248177959127,1477,-10999.902576707744,38.23529411764706
26,1224,22,15,465.05148947482536,105.1755138526427,23.138613047581394,1465,-12552.59865513959,250.0
27,1272,23,15,381.71815614149205,117.40134656386327,27.002309709688554,1465,-13802.598655140027,250.0
28,1320,25,13,351.8252004658422,121.47557083461794,30.368892708654485,1459,-14960.039131330928,28.571428571428573
29,1368,29,11,333.8726805034578,121.22604226457386,35.155552256726416,1436,-15867.301036093166,70.0
30,1416,34,10,343.54765528979146,118.45039553169738,40.27313448077711,1409,-16316.051036093371,125.0
31,1464,35,8,375.717336193779,133.02891896082792,46.56012163628977,1370,-16857.717702759528,66.66666666666667
32,1512,40,6,475.58251663444065,134.00134128308838,53.60053651323535,1374,-17018.294625836053,92.3076923076923
33,1560,49,7,366.86834759142556,130.94055385452344,64.16087138871649,1347,-17403.711292502372,216.66666666666666
34,1608,59,8,273.87438747583104,128.6239741483822,75.8881447475455,1300,-17880.794625835246,100.0
