,time,Fish schools,Fishermen,Average wallet,Average school size,Total fish,Available food,Cumulative gain,Fish price
0,0,300,100,100.0,100.0,300.0,1600,0.0,100.0
1,24,299,103,95.97491909385116,90.40969899665552,270.325,678,-414.5833333333871,100.0
2,72,294,78,225.7745726495729,99.16294416029358,291.5390558312631,668,5372.916666667068,250.0
3,120,292,56,301.7805958885351,110.9323373902904,323.922425179648,692,4679.813993697031,99.71265598459834
4,168,285,58,319.25320603788225,127.6660038477878,363.84811096619524,726,5067.431604850279,100.31446018588552
5,216,335,63,312.04358814429975,120.71233661492808,404.38632766000904,649,5292.825041077644,99.90553929398482
6,264,410,66,310.81213015291326,110.79023051734647,454.23994512112057,578,5225.737424939921,99.66790183117482
7,312,432,69,308.9579870338309,117.68118675899989,508.38272679887956,552,5006.45051778313,100.15199630014511
8,360,439,75,286.23736859177484,128.4583774333349,563.9322769323403,565,4346.365681954018,100.03715637185289
9,408,475,69,305.49141444487907,129.66221230183913,615.8955084337359,523,3415.7709099216486,100.23810252032489
10,456,542,70,298.50447190622464,119.06125711141996,645.3120135438962,456,2609.781052295193,99.76898079097256
11,504,603,60,351.66243677809274,106.99302710423581,645.1679534385419,430,2880.288180927385,100.1790264014527
12,552,630,60,365.68526497381936,99.56778705414526,627.2770584411152,458,3305.932435548768,100.17282689512326
13,600,635,65,350.4773781728765,89.75132627816635,569.9209218663563,422,3645.846118356793,99.37369216375458
14,648,632,62,373.8747114023616,83.45218985568401,527.4178398879229,437,3931.45030357771,100.15827142120422
15,696,629,67,368.05267556232934,75.13063572889787,472.57169873476766,446,4491.265688906565,100.32341138157385
16,744,599,65,379.7978018644776,71.37408809899432,427.530787712976,453,3990.4014756569572,99.74676153142235
17,792,584,64,393.7844352188346,71.8263682657018,419.46599067169853,450,4295.078303336335,99.82367883841837
18,840,579,63,419.5903592977047,68.63615617012374,397.4033442250165,468,5007.799718883106,100.3305440316163
19,888,560,72,375.0140264820568,68.85287584686021,385.5761047424172,454,4466.437879372922,100.03915017195732
20,936,547,71,380.19222594114655,69.84683384804799,382.0621811488225,492,3935.592617200117,99.97494633572397
21,984,543,69,389.9080842365811,72.60303900227632,394.2345017823604,465,3528.9197159970468,99.99349382764328
22,1032,542,68,400.7178485868811,75.07081783202146,406.8838326495564,469,3357.1830776634656,99.79995067163618
