,time,Fish schools,Fishermen,Average wallet,Average school size,Total fish,Available food,Cumulative gain,Fish price
0,0,300,100,100.0,100.0,300.0,1600,0.0,100.0
1,24,297,100,91.0,91.54040404040404,271.875,739,-899.9999999999799,100.0
2,72,294,69,246.52777777777806,100.18738288418271,294.55090567949713,695,5318.750000000387,250.0
3,120,289,59,297.02092895202424,113.82447997168211,328.9527471181613,705,5176.702889312336,100.19237390441675
4,168,284,67,287.0932199747099,129.7513775007468,368.4939121021209,738,5671.04715278209,99.91430702226437
5,216,326,59,334.7880809860933,127.28555603055015,414.95091265959354,663,5741.471064387389,100.21806017853825
6,264,411,64,332.40576593001924,113.00638746782423,464.4562524927576,576,6346.712759420012,99.73619445321594
7,312,435,58,370.4900640421833,118.04631547154175,513.5014723012066,551,6328.402608570652,99.93989004005294
8,360,449,65,357.6181565865638,126.30737461339969,567.1201120141646,542,7074.961291361192,100.43958847240748
9,408,482,64,376.42577827097136,127.90568463438738,616.5053999377473,514,7192.356463516531,99.31659351750177
10,456,547,68,366.51934394134497,120.55154901637938,659.4169731195952,483,7006.1499671130405,100.21894450152647
11,504,589,64,387.2221407953041,112.73248439421121,663.9943330819041,463,6436.112108213728,100.25211160273439
12,552,624,71,368.98782615235257,102.55140423179381,639.9207624063935,404,6633.118157429061,99.9566094089141
13,600,627,67,382.53917206913985,96.99237083881901,608.1421651593953,447,5737.659071524392,99.7329111600226
14,648,645,64,408.4037925421525,87.68767434424247,565.5854995203639,456,6029.166961377968,100.14866507033616
15,696,638,64,410.755384281869,77.57370076668106,494.92021089142514,429,5973.530930676826,99.9105391952122
16,744,614,69,389.14161312889553,71.1703399205505,436.9858871121801,427,5725.502344521514,99.86804292464788
17,792,587,68,388.6235031207889,70.00649865510505,410.93814710546667,450,5084.604438043011,100.24761441162813
18,840,578,72,388.31935366525556,66.0934115375294,382.01991868692,460,6004.834178491412,99.88687435166328
19,888,560,72,388.8301588170225,67.28881864126538,376.8173843910861,453,5316.331741994368,100.17688559234362
20,936,554,71,390.1089642678074,68.25513302360689,378.13343695078214,473,4495.6896444701,100.03610427209419
21,984,536,73,384.9327097253697,71.63150978910637,383.9448924696101,458,3971.619725145918,100.14035475770952
22,1032,527,73,379.01823613268584,74.55619528446915,392.9111491491525,497,2811.153654758616,99.62957950988137
23,1080,523,70,399.5211179429481,77.83296030827307,407.0663824122681,482,2580.7255597507774,100.52519669070774
24,1128,524,73,386.49922821363566,81.19018803385113,425.43658529737996,487,1909.1698248778873,99.57221946349614
25,1176,523,74,381.691178951027,85.91880199388139,449.35533442799965,515,1010.7103043746125,100.25193457547067
26,1224,541,72,396.5244996767267,87.52700548198673,473.5210996575483,473,584.0792172353506,99.85346440481565
27,1272,562,69,407.89768132957244,86.63683352031457,486.8990043841679,470,-140.78991560709034,100.19735729933757
28,1320,580,67,417.8114011065597,85.59737130470955,496.4647535673154,449,-510.58028141744745,99.79168667984136
29,1368,589,66,433.3333909333845,83.94295422573161,494.42400038955924,442,-113.1900365964603,99.69915837776183
30,1416,596,64,438.22821529051237,83.66473218974313,498.6418038508691,464,-1087.8616071034558,100.00586481237637
31,1464,597,63,464.2616446972931,80.78169857635659,482.2667405008488,487,-308.1283124045906,100.36009335256733
32,1512,596,66,453.6912730560414,78.44313346123353,467.5210754289518,482,-120.7921862791449,99.77655746654814
33,1560,595,67,464.02252220901073,76.47241571553973,455.0108735074614,432,305.4761415009133,99.95917832554201
34,1608,585,73,425.6557166593387,78.50438809319719,459.25067034520356,481,-515.6372829201247,100.06371435375354
35,1656,597,68,455.5907585871678,74.64518615084238,445.631761320529,428,-632.6364795663741,100.44167814315014
36,1704,583,68,449.4731894891394,76.40380928766902,445.43420814711044,449,-1152.292452402197,99.88641312959189
37,1752,575,70,443.67424346757264,79.0530063569887,454.5547865526851,458,-1274.1888621023104,99.95372926911696
38,1800,585,71,436.8254229839049,77.65652156022377,454.29065112730905,427,-1833.4475396418338,99.63319983272564
39,1848,585,66,475.8669974296983,77.81322815754075,455.20738472161344,448,-1560.4392249966077,99.94340251822034
40,1896,571,70,450.8712138087786,79.67155901042548,454.9246019495295,469,-1910.095220105538,100.42855215975675
